full_name,H,diameter,albedo,e,a,q,i,n
494160 (2016 ED76),16.39,3.909,0.038,0.1046,3.138,2.81,20.34,0.1773
494183 (2016 GA247),16.61,2.895,0.07,0.0347,3.043,2.938,15.76,0.1856
494194 (2016 HK1),16.52,3.707,0.141,0.0685,3.071,2.861,15.55,0.1831
494207 (2016 HQ14),17.23,2.15,0.029,0.1495,3.023,2.571,2.13,0.1875
494239 (2016 PB24),15.98,4.126,0.114,0.0088,3.128,3.101,7.82,0.1781
494267 (2016 QO57),16.51,4.211,0.083,0.034,2.902,2.803,7.49,0.1994
494276 (2016 RL3),15.91,4.128,0.034,0.1474,3.181,2.712,3.97,0.1737
494300 (2016 SQ4),17.44,2.148,0.055,0.0557,2.385,2.252,13.68,0.2677
494321 (2016 TU1),16.96,2.928,0.068,0.2101,2.771,2.189,7.64,0.2137
494323 (2016 TQ3),16.03,3.265,0.072,0.0109,3.232,3.197,10.51,0.1696
494331 (2016 TO22),15.94,4.605,0.145,0.079,3.105,2.859,9.2,0.1802
494337 (2016 TL35),16.65,3.033,0.121,0.235,2.763,2.114,12.12,0.2146
494362 (2016 UX8),16.38,2.741,0.031,0.1014,3.128,2.811,11.67,0.1782
494423 (2016 UO81),16.69,2.305,0.044,0.0894,3.086,2.81,17.68,0.1818
494445 (2016 UW118),16.75,3.198,0.075,0.0204,3.072,3.01,14.16,0.183
494449 (2016 UP142),16.59,2.753,0.077,0.0789,3.229,2.974,9.21,0.1699
494458 (2016 VH9),17.02,3.136,0.059,0.1939,3.094,2.494,12.96,0.1811
494484 (2016 WX32),16.79,2.605,0.072,0.3494,3.158,2.055,25.22,0.1756
494485 (2016 WG33),16.85,3.131,0.06,0.0987,3.033,2.734,2.11,0.1866
494487 (2016 WY35),16.38,2.708,0.066,0.2199,3.134,2.445,8.56,0.1777
494494 (2016 WP45),16.93,2.971,0.066,0.0681,2.911,2.713,12.82,0.1984
494519 (2016 YD11),16.72,1.611,0.039,0.1656,2.332,1.946,23.21,0.2767
494528 (2017 AA6),16.36,3.813,0.044,0.3288,3.181,2.135,28.18,0.1738
494574 (2017 BD35),17.82,1.507,0.085,0.1818,2.387,1.953,3.86,0.2673
494636 (2017 DN7),15.37,5.155,0.088,0.0986,3.462,3.12,12.37,0.153
494653 (2017 DH107),17.54,2.116,0.03,0.1972,2.319,1.862,7.03,0.279
494704 (2004 YK36),16.16,3.812,0.058,0.1881,3.162,2.567,26.77,0.1753
494773 (2006 JE27),17.9,1.856,0.043,0.2303,2.376,1.829,12.83,0.269
494898 (2008 UB121),15.9,4.964,0.041,0.0756,3.138,2.901,16.8,0.1773
494907 (2008 UG290),16.31,5.102,0.032,0.1362,3.1,2.677,26.92,0.1806
494925 (2008 XG14),15.73,5.04,0.044,0.1109,3.112,2.767,20.9,0.1795
494965 (2009 TL40),17.04,2.493,0.049,0.245,2.748,2.075,11.21,0.2163
494972 (2009 VQ67),15.86,4.438,0.052,0.1538,3.122,2.642,17.54,0.1787
494973 (2009 VT96),16.21,3.55,0.061,0.2163,3.098,2.428,17.09,0.1808
494976 (2009 WY135),16.16,4.457,0.035,0.0602,3.153,2.963,16.72,0.1761
494987 (2010 BK86),16.74,3.158,0.053,0.1044,3.134,2.807,13.66,0.1776
494988 (2010 CC2),17.24,2.642,0.044,0.2615,2.854,2.108,7.58,0.2044
494989 (2010 CY108),16.02,4.117,0.045,0.0388,3.139,3.017,22.59,0.1773
494991 (2010 CM229),16.99,3.01,0.034,0.1711,2.302,1.908,23.87,0.2823
494996 (2010 HD76),16.08,3.639,0.058,0.1232,3.205,2.81,26.83,0.1718
495000 (2010 JF46),17.89,1.184,0.096,0.2057,2.309,1.834,10.01,0.2809
495004 (2010 KD50),17.95,1.522,0.07,0.2221,2.345,1.824,4.24,0.2745
495005 (2010 KJ125),18.13,1.312,0.071,0.2765,2.377,1.72,11.14,0.2689
495006 (2010 LV1),17.95,1.295,0.073,0.2447,2.406,1.817,11.62,0.2641
495007 (2010 MX63),17.28,2.291,0.058,0.3075,2.884,1.997,8.75,0.2012
495008 (2010 MQ77),17.68,1.926,0.057,0.2432,2.37,1.793,4.53,0.2702
495009 (2010 MW85),16.03,5.004,0.041,0.0749,3.503,3.24,8.85,0.1503
495011 (2010 OB57),16.62,2.244,0.08,0.1061,2.623,2.345,27.85,0.232
495075 (2011 HW12),16.19,3.348,0.057,0.0983,3.099,2.794,17.86,0.1807
495260 (2013 PO38),16.43,2.876,0.054,0.1203,2.994,2.634,8.64,0.1903
495281 (2013 RU50),16.9,2.515,0.134,0.1776,2.677,2.201,7.13,0.2251
495300 (2013 VO22),16.11,5.318,0.109,0.0978,3.119,2.814,17.32,0.1789
495302 (2013 WW39),15.41,5.913,0.055,0.1087,3.14,2.799,26.73,0.1771
495393 (2014 QB255),18.43,1.396,0.069,0.2439,2.315,1.751,6.93,0.2798
495431 (2014 SM215),16.72,2.477,0.072,0.1264,2.803,2.449,18.51,0.21
495503 (2014 UY172),16.63,3.282,0.022,0.1438,3.121,2.672,8.97,0.1788
495522 (2014 VJ33),17.17,1.925,0.036,0.1527,2.788,2.363,13.75,0.2117
495598 (2015 AW256),15.6,4.517,0.072,0.039,3.177,3.054,8.24,0.174
495657 (2016 AZ77),15.76,4.082,0.022,0.0437,3.222,3.081,11.45,0.1704
495668 (2016 AV141),16.18,3.063,0.062,0.0495,2.885,2.743,10.95,0.2011
495697 (2016 CN11),16.91,2.948,0.067,0.1246,3.137,2.746,4.03,0.1774
495709 (2016 CL70),15.51,5.068,0.057,0.1278,3.109,2.711,28.18,0.1798
495727 (2016 CH208),16.31,4.327,0.05,0.101,3.135,2.818,18.31,0.1776
495735 (2016 DG19),15.92,4.147,0.071,0.1052,3.147,2.816,24.96,0.1766
495745 (2016 EF83),15.92,5.402,0.105,0.0563,3.38,3.19,13.22,0.1586
495756 (2016 GE243),16.09,3.416,0.066,0.1613,3.096,2.597,26.86,0.1809
495783 (2017 FK40),17.79,1.624,0.073,0.1184,2.282,2.012,3.9,0.286
495801 (2017 FM89),16.04,3.715,0.14,0.0943,3.049,2.762,15.75,0.1851
495827 (2017 HP12),17.2,2.16,0.104,0.1845,2.343,1.911,5.77,0.2748
495828 (1981 EX11),16.42,2.239,0.081,0.3084,3.263,2.256,18.68,0.1672
495834 (2000 SN51),17.86,1.823,0.053,0.2969,2.688,1.89,9.16,0.2236
495850 (2002 RK223),15.42,3.278,0.137,0.2491,3.939,2.958,4.14,0.1261
495858 (2003 MJ4),18.83,0.342,0.548,0.5622,2.302,1.008,5.31,0.2822
495897 (2005 MG44),15.82,4.935,0.032,0.2599,3.186,2.358,28.56,0.1733
495947 (2006 UD38),17.78,1.709,0.06,0.1988,2.636,2.112,12.18,0.2303
496012 (2008 DK61),16.17,3.655,0.048,0.1147,3.151,2.789,22.51,0.1762
496038 (2008 UY195),16.15,4.905,0.029,0.0745,3.142,2.908,14.52,0.177
496041 (2008 US366),16.61,4.237,0.036,0.0833,3.047,2.794,15.57,0.1853
496042 (2008 VP73),16.75,3.753,0.038,0.1192,3.18,2.801,16.97,0.1738
496044 (2008 WM41),15.67,5.517,0.04,0.143,3.172,2.719,28.95,0.1744
496049 (2008 YE28),16.02,4.242,0.047,0.1629,3.108,2.601,27.23,0.1799
496070 (2009 RH28),17.55,1.595,0.083,0.3383,2.559,1.693,13.55,0.2408
496081 (2009 SG103),15.31,6.665,0.033,0.1935,2.582,2.082,31.29,0.2376
496089 (2009 SH194),17.79,1.728,0.059,0.2508,2.647,1.983,2.07,0.2289
496094 (2009 SL327),16.18,1.804,0.237,0.3014,2.645,1.848,11.83,0.2291
496099 (2009 UQ111),15.85,4.2,0.053,0.273,2.984,2.169,15.2,0.1912
496101 (2009 UW129),17.0,2.337,0.081,0.3102,2.589,1.786,11.7,0.2366
496106 (2009 VF81),17.68,1.936,0.057,0.2809,2.908,2.091,7.92,0.1987
496110 (2009 WK82),17.7,2.201,0.044,0.2993,2.683,1.88,5.89,0.2243
496111 (2009 WU94),17.47,2.24,0.046,0.2255,2.632,2.038,3.07,0.2309
496118 (2009 YX15),16.57,3.157,0.045,0.1061,3.021,2.701,13.99,0.1877
496120 (2010 AS115),15.17,5.926,0.06,0.1195,3.157,2.78,24.87,0.1757
496123 (2010 CJ186),16.06,4.59,0.034,0.0507,3.206,3.043,16.69,0.1717
496125 (2010 FF92),16.52,2.93,0.062,0.2848,3.094,2.213,20.93,0.1811
496128 (2010 LJ10),17.58,1.185,0.182,0.2575,2.348,1.743,12.99,0.274
496129 (2010 MZ99),17.1,3.049,0.03,0.2271,3.094,2.392,11.57,0.1811
496130 (2010 NB67),17.92,1.613,0.062,0.2772,2.374,1.716,12.13,0.2695
496131 (2010 OF35),17.43,2.026,0.047,0.2935,2.563,1.81,10.78,0.2403
496174 (2011 CQ4),18.46,0.657,0.179,0.5833,2.002,0.834,23.74,0.348
496188 (2011 GQ17),15.8,5.305,0.043,0.0496,3.101,2.947,8.28,0.1805
496295 (2013 AA131),15.91,5.345,0.051,0.2336,3.202,2.454,24.63,0.172
496334 (2013 PL3),17.37,2.125,0.052,0.4028,2.771,1.654,5.51,0.2137
496339 (2013 PR30),16.38,3.838,0.021,0.111,3.034,2.697,15.86,0.1865
496413 (2013 WD106),16.76,3.915,0.06,0.2336,2.794,2.141,8.43,0.2111
496482 (2014 SG303),16.88,2.458,0.14,0.1958,2.333,1.876,22.86,0.2765
496486 (2014 SF316),18.08,1.113,0.043,0.1763,2.391,1.969,6.09,0.2666
496537 (2014 WE193),16.58,3.14,0.059,0.1037,3.128,2.803,16.95,0.1782
496557 (2014 WK479),16.36,4.415,0.099,0.019,2.988,2.931,14.33,0.1908
496564 (2014 XP37),16.53,2.386,0.031,0.2633,3.101,2.284,13.82,0.1805
496573 (2015 AO139),17.12,3.255,0.032,0.1765,2.684,2.21,8.74,0.2241
496587 (2015 BH156),15.56,3.734,0.058,0.1826,3.219,2.631,29.91,0.1707
496600 (2015 CK56),16.97,2.745,0.078,0.1377,3.118,2.689,12.72,0.179
496608 (2015 ES9),15.88,3.491,0.063,0.1609,3.054,2.563,13.52,0.1847
496651 (2016 AE129),15.99,2.896,0.07,0.0286,3.111,3.022,11.87,0.1796
496713 (2016 FG5),16.47,3.809,0.064,0.0228,3.255,3.181,2.36,0.1678
496714 (2016 FP5),15.72,4.134,0.054,0.1114,3.221,2.863,21.14,0.1705
496734 (2016 GX244),16.37,4.316,0.05,0.1118,3.113,2.765,10.0,0.1795
496768 (2017 BG59),17.93,1.736,0.059,0.2085,2.394,1.895,9.5,0.266
496771 (2017 BD108),15.77,3.674,0.057,0.0486,3.221,3.065,10.4,0.1705
496803 (2017 JO1),16.16,4.926,0.046,0.078,2.975,2.743,14.81,0.1921
496815 (2017 KX29),15.91,3.193,0.076,0.0451,3.202,3.057,15.02,0.172
496824 (1995 SL22),16.14,3.941,0.038,0.2028,3.091,2.464,25.89,0.1814
496837 (1998 SB15),20.83,0.337,0.062,0.1615,1.226,1.028,15.63,0.7256
496892 (2000 XZ10),16.57,3.817,0.076,0.0599,2.67,2.51,9.48,0.2259
496943 (2001 WY75),18.1,1.623,0.046,0.3144,2.547,1.746,5.7,0.2425
496962 (2002 GP186),20.31,0.175,0.439,0.331,1.285,0.86,8.11,0.6767
496998 (2002 TF378),15.81,4.553,0.045,0.2219,3.92,3.05,2.74,0.127
497009 (2003 BU35),16.63,3.206,0.048,0.5727,3.639,1.555,12.64,0.142
497027 (2003 QE73),18.5,1.046,0.093,0.2645,2.285,1.681,6.58,0.2853
497062 (2003 UO32),18.89,1.003,0.07,0.2565,2.306,1.715,6.23,0.2814
497122 (2004 GM48),16.16,4.208,0.076,0.2189,3.147,2.458,9.17,0.1766
497225 (2005 AD16),17.46,2.187,0.04,0.267,2.692,1.973,10.45,0.2231
497240 (2005 EP174),16.87,3.03,0.04,0.1661,3.004,2.505,15.57,0.1893
497253 (2005 GB180),16.06,3.871,0.051,0.2041,3.175,2.527,26.93,0.1742
497261 (2005 JC58),16.47,3.607,0.045,0.0446,3.026,2.891,9.25,0.1872
497268 (2005 JW174),16.79,2.654,0.076,0.1583,3.043,2.562,15.83,0.1856
497351 (2005 UA178),18.21,1.539,0.036,0.2329,2.563,1.966,6.05,0.2402
497356 (2005 UB192),17.89,2.007,0.036,0.1681,2.575,2.142,7.94,0.2385
497364 (2005 UH260),17.77,1.312,0.103,0.2474,2.566,1.931,12.22,0.2398
497396 (2005 VP114),17.41,1.718,0.087,0.304,2.559,1.781,13.56,0.2407
497398 (2005 VC118),17.15,2.822,0.042,0.3229,2.573,1.742,23.51,0.2388
497417 (2005 WG114),17.81,2.236,0.039,0.1825,2.571,2.102,7.39,0.2391
497480 (2005 YU255),18.11,1.668,0.092,0.3004,2.611,1.827,6.78,0.2336
497542 (2006 CY22),16.99,2.724,0.031,0.1806,2.676,2.192,27.08,0.2252
497574 (2006 EO53),17.51,1.559,0.08,0.2467,2.631,1.982,14.18,0.2309
497583 (2006 HG20),16.52,3.82,0.025,0.1205,2.794,2.457,18.37,0.2111
497656 (2006 RZ65),16.4,3.787,0.045,0.1136,3.137,2.781,27.04,0.1774
497771 (2006 SU324),16.61,3.224,0.043,0.2096,3.176,2.511,10.23,0.1741
497846 (2006 UA79),16.65,4.279,0.015,0.178,3.129,2.572,10.44,0.1781
497848 (2006 UV80),16.2,3.427,0.055,0.1475,3.098,2.641,27.21,0.1808
497936 (2006 WO45),15.91,3.876,0.062,0.1002,3.138,2.824,22.52,0.1773
498066 (2007 RM133),18.55,0.589,0.268,0.4417,2.209,1.234,10.76,0.3001
498143 (2007 TR65),18.8,1.531,0.023,0.5615,1.154,0.506,43.49,0.7948
498419 (2008 AG21),18.23,1.608,0.099,0.1212,2.359,2.073,5.71,0.272
498579 (2008 OM1),16.11,4.632,0.09,0.1171,2.608,2.303,28.03,0.234
498580 (2008 OG4),16.84,3.238,0.042,0.2269,2.686,2.077,9.93,0.2238
498625 (2008 RP121),17.64,2.723,0.029,0.0813,2.768,2.543,4.62,0.214
498629 (2008 RE133),16.39,3.118,0.043,0.291,2.749,1.949,11.88,0.2163
498640 (2008 SO25),16.77,2.52,0.064,0.2373,2.677,2.042,16.94,0.225
498644 (2008 SB43),16.51,3.782,0.037,0.2439,2.691,2.035,19.15,0.2232
498647 (2008 SM63),17.32,2.496,0.054,0.0295,2.772,2.69,3.11,0.2136
498689 (2008 SL273),17.07,3.059,0.036,0.0776,2.771,2.557,5.24,0.2136
498748 (2008 TK178),16.66,3.077,0.155,0.1063,2.695,2.409,12.12,0.2227
498844 (2008 WP98),16.22,4.37,0.04,0.1171,3.111,2.747,20.75,0.1796
498877 (2008 YD102),16.94,3.347,0.025,0.089,3.056,2.784,10.24,0.1845
498887 (2008 YX126),16.38,4.28,0.029,0.1009,3.12,2.805,11.33,0.1788
498910 (2009 AS30),16.46,2.994,0.065,0.0631,3.037,2.845,14.28,0.1862
498932 (2009 BF37),16.68,3.37,0.036,0.0919,3.222,2.926,9.02,0.1704
498948 (2009 BF62),16.27,3.477,0.07,0.1227,3.119,2.737,25.47,0.1789
498950 (2009 BQ71),16.19,4.366,0.049,0.1158,3.033,2.681,14.52,0.1866
498962 (2009 BM104),16.61,3.99,0.031,0.0373,3.077,2.962,9.35,0.1826
499013 (2009 CW50),16.48,3.414,0.06,0.1236,3.077,2.696,17.12,0.1826
499069 (2009 EH),16.05,4.921,0.032,0.3834,3.024,1.865,14.03,0.1874
499090 (2009 FV38),16.41,4.005,0.03,0.2,3.175,2.54,31.0,0.1742
499092 (2009 FV42),16.17,3.904,0.055,0.1178,3.161,2.788,27.68,0.1754
499142 (2009 RJ12),18.33,1.599,0.036,0.2135,2.593,2.039,3.51,0.2361
499152 (2009 RB62),17.07,2.412,0.053,0.1772,2.628,2.162,16.6,0.2314
499155 (2009 SK31),17.8,1.392,0.083,0.2334,2.539,1.947,14.52,0.2436
499163 (2009 SK61),18.2,1.847,0.03,0.1671,2.57,2.141,8.6,0.2392
499171 (2009 SD103),16.16,3.849,0.063,0.26,2.592,1.918,12.22,0.2362
499174 (2009 SG132),18.01,1.578,0.054,0.2169,2.563,2.007,14.4,0.2403
499175 (2009 SW136),18.31,1.813,0.026,0.1663,2.569,2.142,8.51,0.2393
499182 (2009 SG212),17.58,1.497,0.072,0.1674,2.57,2.14,12.13,0.2392
499184 (2009 SU233),17.51,1.716,0.06,0.2115,2.599,2.049,12.64,0.2352
499190 (2009 SP338),17.64,1.895,0.049,0.2108,2.607,2.057,12.32,0.2341
499204 (2009 UB3),17.27,2.685,0.051,0.2008,2.554,2.041,11.37,0.2414
499211 (2009 UT35),17.91,1.726,0.045,0.1763,2.585,2.129,1.22,0.2372
499231 (2009 UC112),14.15,9.113,0.085,0.2421,5.255,3.983,6.73,0.08181
499252 (2009 VZ2),17.85,1.571,0.065,0.2929,2.585,1.828,11.03,0.2371
499255 (2009 VZ4),18.51,1.6,0.033,0.2212,2.618,2.039,1.31,0.2326
499261 (2009 VJ28),17.25,1.977,0.094,0.2101,2.62,2.069,17.1,0.2325
499262 (2009 VE29),17.72,1.5,0.079,0.1797,2.579,2.116,12.52,0.2379
499279 (2009 VW70),17.56,2.05,0.046,0.2319,2.589,1.988,2.53,0.2367
499284 (2009 VF92),17.54,2.504,0.049,0.1569,2.644,2.229,10.63,0.2292
499287 (2009 VC99),17.42,2.19,0.044,0.0813,2.638,2.423,6.05,0.2301
499292 (2009 WR5),17.44,1.156,0.209,0.3412,2.637,1.737,6.87,0.2301
499294 (2009 WU7),17.36,1.824,0.064,0.1276,2.61,2.277,13.43,0.2338
499308 (2009 WP53),16.51,1.643,0.238,0.16,2.623,2.203,13.67,0.232
499310 (2009 WC71),17.75,2.108,0.033,0.1524,2.664,2.258,7.05,0.2267
499321 (2009 WW130),17.37,2.365,0.079,0.1366,2.616,2.259,9.6,0.2329
499323 (2009 WB144),17.05,2.759,0.044,0.2119,2.576,2.03,10.11,0.2384
499331 (2009 WA172),17.23,2.677,0.043,0.0148,2.593,2.554,9.41,0.2361
499341 (2009 WY215),17.65,1.983,0.071,0.1879,2.528,2.053,19.1,0.2453
499344 (2009 WX224),17.09,2.261,0.055,0.1616,2.632,2.207,14.98,0.2308
499350 (2009 WL254),17.55,1.328,0.083,0.2942,2.626,1.854,6.21,0.2315
499351 (2009 WO260),17.09,2.565,0.051,0.0865,2.739,2.502,10.9,0.2174
499358 (2009 XA23),17.74,1.764,0.043,0.2847,2.588,1.851,3.98,0.2367
499359 (2009 YX),17.51,2.513,0.037,0.156,2.644,2.232,4.55,0.2292
499362 (2009 YQ7),17.75,1.84,0.043,0.1778,2.599,2.137,6.11,0.2352
499368 (2010 AT1),18.11,1.522,0.044,0.2378,2.611,1.99,4.48,0.2336
499369 (2010 AY1),17.2,2.353,0.035,0.1863,2.788,2.268,16.15,0.2118
499373 (2010 AO24),17.11,2.507,0.045,0.1785,2.656,2.182,7.5,0.2277
499376 (2010 AU54),17.35,1.926,0.063,0.1634,2.808,2.349,10.79,0.2095
499378 (2010 AO65),17.08,2.657,0.04,0.3477,2.565,1.673,4.16,0.2399
499379 (2010 AX65),17.32,2.815,0.022,0.3033,2.75,1.916,14.18,0.2162
499380 (2010 AK71),16.57,3.044,0.04,0.2467,2.612,1.968,27.43,0.2334
499382 (2010 AR73),16.74,2.299,0.111,0.2899,2.784,1.977,10.46,0.2121
499385 (2010 AX78),17.1,2.855,0.031,0.1921,2.782,2.248,17.25,0.2124
499387 (2010 AW85),16.7,3.229,0.067,0.0711,3.013,2.798,9.26,0.1885
499388 (2010 AD89),16.58,3.058,0.051,0.0969,3.122,2.819,12.14,0.1787
499389 (2010 AR90),15.77,5.017,0.099,0.0355,3.081,2.972,21.87,0.1822
499390 (2010 AK93),16.39,3.618,0.022,0.1789,3.189,2.618,10.46,0.1731
499391 (2010 AA131),16.04,5.292,0.11,0.1196,3.169,2.79,16.95,0.1747
499392 (2010 BF),16.0,4.316,0.031,0.2384,3.177,2.42,24.47,0.174
499395 (2010 BK9),16.49,3.544,0.081,0.1299,3.224,2.805,19.76,0.1703
499396 (2010 BK26),16.29,3.22,0.056,0.1223,3.093,2.714,28.46,0.1812
499397 (2010 BV29),16.01,3.793,0.055,0.1575,3.097,2.609,13.9,0.1808
499398 (2010 BF48),15.71,5.362,0.087,0.1147,3.188,2.823,24.31,0.1731
499399 (2010 BA55),18.9,1.327,0.03,0.3053,2.57,1.785,4.26,0.2393
499400 (2010 BZ58),16.59,2.476,0.151,0.2206,3.124,2.435,13.79,0.1785
499401 (2010 BL71),16.69,3.164,0.058,0.0846,3.184,2.914,14.68,0.1735
499402 (2010 BJ74),16.38,4.381,0.09,0.0767,3.129,2.889,10.83,0.1781
499403 (2010 BQ77),16.44,3.226,0.107,0.2206,3.177,2.476,14.89,0.174
499404 (2010 BH81),16.28,3.87,0.098,0.1347,3.223,2.789,13.35,0.1704
499405 (2010 BG87),15.91,4.278,0.127,0.1066,3.107,2.775,14.83,0.18
499407 (2010 BZ127),16.48,4.195,0.056,0.1587,3.19,2.684,26.86,0.1729
499409 (2010 CL9),16.65,3.101,0.055,0.1921,3.167,2.558,10.06,0.1749
499411 (2010 CH25),16.63,2.889,0.058,0.2522,3.174,2.373,28.51,0.1743
499413 (2010 CS35),16.25,3.583,0.035,0.1977,3.174,2.546,29.11,0.1743
499414 (2010 CB39),16.49,2.897,0.058,0.2609,3.197,2.363,24.41,0.1724
499419 (2010 CQ65),16.53,3.241,0.046,0.235,2.97,2.272,14.07,0.1925
499420 (2010 CU73),17.19,2.743,0.037,0.1888,2.675,2.17,11.77,0.2253
499423 (2010 CQ92),16.79,3.479,0.033,0.1272,2.982,2.603,16.91,0.1914
499429 (2010 CT173),16.8,3.701,0.027,0.0759,3.04,2.809,8.15,0.186
499432 (2010 CQ176),17.15,2.449,0.047,0.1053,3.041,2.72,5.27,0.1859
499433 (2010 CF180),17.54,1.358,0.105,0.2558,2.677,1.992,8.54,0.225
499434 (2010 CN181),16.69,3.164,0.031,0.0907,3.028,2.753,9.17,0.1871
499435 (2010 CB185),17.45,2.149,0.066,0.2778,2.621,1.893,12.79,0.2322
499436 (2010 CL203),16.46,4.282,0.042,0.1463,3.072,2.622,9.35,0.1831
499437 (2010 CB216),16.98,2.291,0.064,0.1777,2.78,2.286,6.73,0.2127
499438 (2010 CL244),16.38,4.069,0.022,0.0807,3.127,2.875,15.64,0.1782
499439 (2010 CW244),18.02,1.61,0.043,0.2279,2.542,1.963,4.42,0.2432
499440 (2010 DP23),16.13,3.891,0.089,0.1723,3.132,2.592,28.13,0.1778
499441 (2010 DM37),16.93,3.211,0.039,0.0902,2.922,2.659,11.55,0.1973
499443 (2010 ED7),15.85,4.062,0.056,0.2022,3.147,2.511,28.03,0.1765
499446 (2010 EF46),15.7,2.757,0.07,0.1773,3.127,2.573,13.01,0.1782
499447 (2010 ES69),16.77,3.254,0.038,0.1144,2.994,2.652,8.98,0.1902
499453 (2010 EQ98),16.75,3.177,0.03,0.1192,3.1,2.73,13.26,0.1806
499454 (2010 EA101),16.94,2.549,0.036,0.0695,3.003,2.794,9.09,0.1894
499456 (2010 EG106),15.86,3.07,0.156,0.1339,3.214,2.783,27.07,0.1711
499457 (2010 EL109),16.94,2.655,0.057,0.1273,3.102,2.707,22.7,0.1804
499459 (2010 ET126),15.79,5.655,0.029,0.0925,3.092,2.806,20.92,0.1813
499461 (2010 EA141),16.88,2.8,0.047,0.2336,3.221,2.468,13.58,0.1705
499467 (2010 GJ105),16.86,2.843,0.057,0.1198,2.938,2.586,8.51,0.1957
499468 (2010 GY117),16.26,2.979,0.087,0.1498,3.096,2.633,17.17,0.1809
499469 (2010 GA132),17.21,2.765,0.03,0.1513,3.138,2.663,10.08,0.1773
499470 (2010 GN138),17.73,2.332,0.027,0.1699,2.816,2.337,7.29,0.2086
499472 (2010 HL77),16.45,4.465,0.029,0.1535,3.153,2.669,10.59,0.1761
499473 (2010 JA9),16.95,3.009,0.065,0.0721,2.952,2.739,10.01,0.1943
499474 (2010 JG37),16.68,3.359,0.043,0.247,3.209,2.416,24.14,0.1715
499480 (2010 JQ103),16.42,3.098,0.061,0.0705,2.887,2.683,12.73,0.2009
499481 (2010 JF109),16.29,3.49,0.121,0.1245,3.095,2.71,27.14,0.181
499484 (2010 JP125),18.53,1.471,0.047,0.2678,2.296,1.681,6.48,0.2833
499486 (2010 KB89),16.83,2.769,0.048,0.0975,3.019,2.725,15.17,0.1879
499487 (2010 KM125),17.91,1.333,0.109,0.2284,2.338,1.804,9.44,0.2757
499489 (2010 LQ93),18.07,1.463,0.063,0.2487,2.329,1.75,5.17,0.2773
499490 (2010 MW),18.98,1.202,0.031,0.4715,2.276,1.203,21.35,0.287
499491 (2010 MN52),18.24,1.865,0.024,0.1082,2.389,2.13,2.62,0.267
499492 (2010 MZ64),18.14,1.491,0.042,0.1326,2.38,2.065,4.59,0.2684
499493 (2010 MY65),17.9,1.321,0.084,0.2538,2.334,1.742,9.28,0.2763
499494 (2010 MM72),18.28,1.184,0.066,0.192,2.362,1.909,2.17,0.2715
499495 (2010 MV82),18.23,1.317,0.064,0.2456,2.323,1.752,8.2,0.2784
499496 (2010 MR87),19.48,0.357,0.22,0.3908,1.734,1.056,34.99,0.4317
499497 (2010 MA94),17.17,1.6,0.1,0.2486,2.35,1.766,12.49,0.2735
499498 (2010 MB98),17.86,1.189,0.104,0.1881,2.305,1.871,6.05,0.2817
499501 (2010 NP42),17.88,1.648,0.059,0.2516,2.35,1.759,7.17,0.2735
499502 (2010 NE50),15.74,4.085,0.067,0.2138,3.991,3.138,4.2,0.1236
499503 (2010 NO56),16.91,3.198,0.03,0.1015,3.123,2.806,7.5,0.1786
499504 (2010 NZ86),18.38,1.164,0.062,0.2005,2.351,1.879,3.19,0.2735
499505 (2010 OW11),18.22,1.208,0.084,0.2225,2.36,1.835,8.65,0.2718
499506 (2010 OU14),18.37,1.355,0.061,0.2803,2.336,1.681,6.97,0.2761
499507 (2010 OX26),16.04,4.225,0.039,0.218,3.926,3.07,4.03,0.1267
499508 (2010 OC38),16.29,4.172,0.036,0.1117,3.119,2.77,26.87,0.1789
499509 (2010 OX39),18.25,1.249,0.065,0.2464,2.341,1.764,7.72,0.2752
499510 (2010 OR85),15.8,5.313,0.069,0.0809,3.191,2.933,15.54,0.1729
499511 (2010 OF88),18.09,1.612,0.039,0.2694,2.331,1.703,5.59,0.277
499512 (2010 OY103),16.42,3.658,0.071,0.1693,3.155,2.621,11.11,0.1759
499513 (2010 OO114),18.4,1.234,0.073,0.2415,2.355,1.786,5.78,0.2727
499582 (2010 TH19),20.53,0.461,0.044,0.3101,1.464,1.01,6.83,0.5562
499611 (2010 TD187),17.73,1.254,0.085,0.2292,2.355,1.815,11.22,0.2728
499619 (2010 UC52),17.75,2.17,0.054,0.1345,2.361,2.043,3.55,0.2717
499710 (2011 AV43),15.88,4.844,0.039,0.1507,3.977,3.378,8.76,0.1243
499777 (2011 CR38),17.6,1.904,0.093,0.1396,2.601,2.238,10.29,0.235
499808 (2011 CD101),17.21,2.419,0.076,0.0121,2.728,2.695,12.08,0.2187
499844 (2011 ES23),17.19,2.043,0.032,0.0991,2.651,2.388,7.64,0.2284
499892 (2011 FE130),16.95,2.609,0.164,0.1326,2.727,2.365,10.22,0.2189
499940 (2011 HF52),17.32,2.512,0.053,0.2046,2.724,2.167,15.64,0.2192
499971 (2011 KM25),17.17,2.441,0.039,0.1507,2.739,2.326,8.08,0.2175
499991 (2011 OA15),16.12,3.804,0.084,0.3075,3.176,2.199,27.35,0.1742
499994 (2011 OR41),16.19,2.893,0.07,0.178,3.209,2.638,20.43,0.1714
499995 (2011 OP45),16.66,3.36,0.09,0.226,3.124,2.418,11.52,0.1785
