full_name,H,diameter,albedo,e,a,q,i,n
485666 (2011 WN88),15.99,3.497,0.063,0.095,3.054,2.764,20.73,0.1847
485723 (2012 BD15),17.46,3.149,0.078,0.2641,2.78,2.046,14.64,0.2126
485792 (2012 DK22),16.12,4.094,0.055,0.183,2.922,2.387,16.83,0.1974
485817 (2012 DR52),16.37,3.292,0.071,0.2373,3.19,2.433,14.46,0.173
485933 (2012 HK7),15.8,3.773,0.136,0.0227,3.179,3.107,24.24,0.1739
485953 (2012 HU51),16.27,3.216,0.075,0.0846,3.157,2.89,17.54,0.1757
485978 (2012 JV23),15.85,5.285,0.132,0.1026,3.16,2.835,16.37,0.1755
486039 (2012 TQ124),14.44,5.943,0.02,0.1597,5.231,4.396,9.02,0.08238
486080 (2012 UX40),17.95,1.922,0.069,0.088,2.301,2.099,1.48,0.2823
486304 (2013 CG84),17.52,2.243,0.035,0.0581,2.582,2.432,12.83,0.2376
486387 (2013 ES29),16.68,2.459,0.056,0.1552,2.565,2.167,11.8,0.2399
486410 (2013 EY94),17.12,2.88,0.071,0.0406,2.751,2.639,13.37,0.216
486418 (2013 EG113),16.67,3.084,0.061,0.0425,2.718,2.603,13.67,0.2199
486510 (2013 GO114),16.59,3.747,0.055,0.0547,2.88,2.723,13.36,0.2016
486530 (2013 HB10),16.49,3.249,0.061,0.133,2.546,2.207,25.44,0.2426
486590 (2013 JD35),16.51,3.251,0.042,0.056,2.571,2.427,28.41,0.2391
486650 (2013 PK72),16.12,4.612,0.052,0.0865,3.036,2.773,28.18,0.1864
486656 (2013 QJ13),16.09,4.308,0.026,0.1674,3.133,2.609,10.97,0.1777
486865 (2014 KH15),17.66,2.164,0.055,0.1864,2.332,1.897,4.05,0.2768
486873 (2014 KP44),16.78,2.605,0.05,0.1746,2.676,2.209,28.73,0.2251
486875 (2014 KZ51),17.3,2.96,0.038,0.1254,2.562,2.241,11.23,0.2403
486886 (2014 KB67),17.77,1.655,0.093,0.2188,2.413,1.885,8.98,0.263
486899 (2014 KF94),17.54,2.247,0.051,0.2325,2.43,1.865,16.38,0.2602
486900 (2014 KJ94),18.3,1.584,0.041,0.1993,2.355,1.886,5.55,0.2727
486921 (2014 MB7),17.24,2.905,0.132,0.203,2.477,1.974,15.65,0.2528
486952 (2014 MB60),16.16,4.294,0.08,0.2056,3.178,2.524,25.36,0.174
486962 (2014 NE5),17.46,2.236,0.128,0.1537,2.625,2.222,10.17,0.2317
486966 (2014 NX15),17.32,1.995,0.044,0.1112,2.59,2.302,12.38,0.2364
487066 (2014 OO93),17.57,1.606,0.039,0.1304,2.592,2.254,11.71,0.2362
487094 (2014 OO130),17.19,2.999,0.065,0.1684,2.616,2.175,11.33,0.233
487236 (2014 PC11),16.08,3.267,0.072,0.0434,3.458,3.308,8.76,0.1533
487270 (2014 PJ57),16.01,4.04,0.062,0.0879,3.212,2.93,17.4,0.1712
487284 (2014 QV23),16.32,4.216,0.131,0.084,3.159,2.894,16.07,0.1755
487358 (2014 QW227),16.16,4.739,0.104,0.0444,3.19,3.048,26.34,0.173
487366 (2014 QR251),17.65,1.957,0.067,0.2116,2.395,1.888,11.16,0.266
487470 (2014 SE152),16.48,4.034,0.143,0.1185,3.016,2.659,6.92,0.1881
487503 (2014 SS331),16.53,3.121,0.06,0.0557,3.071,2.9,13.44,0.1831
487515 (2014 TW66),15.61,5.093,0.118,0.1452,3.135,2.68,15.19,0.1775
487525 (2014 UE93),15.56,4.312,0.026,0.0765,3.004,2.774,10.07,0.1893
487547 (2014 VO3),15.79,3.908,0.152,0.1238,3.111,2.726,18.83,0.1797
487603 (2015 MN7),16.57,2.706,0.061,0.227,3.204,2.477,24.33,0.1719
487618 (2015 MT82),16.87,2.517,0.053,0.2217,3.108,2.419,21.27,0.1799
487644 (2015 OV40),16.52,3.319,0.07,0.1599,3.122,2.623,8.82,0.1787
487693 (2015 PD308),16.44,3.13,0.06,0.391,3.112,1.895,27.91,0.1795
487704 (2015 RZ26),16.15,2.016,0.091,0.1791,2.992,2.456,13.35,0.1905
487720 (2015 RS63),17.18,2.979,0.066,0.2544,3.032,2.261,9.61,0.1867
487777 (2015 RR220),17.39,2.395,0.059,0.2078,2.794,2.213,9.74,0.2111
487800 (2015 SE4),16.79,4.07,0.141,0.1203,2.563,2.255,25.98,0.2401
487827 (2015 TY70),17.24,2.624,0.037,0.2618,2.804,2.07,10.02,0.2099
487909 (2015 TM183),16.89,2.761,0.031,0.041,2.715,2.604,5.86,0.2203
487918 (2015 TG197),16.76,2.528,0.076,0.1727,3.009,2.489,6.97,0.1888
487951 (2015 TN251),17.0,2.871,0.054,0.0825,2.768,2.539,4.35,0.2141
488079 (2015 VK25),17.02,1.995,0.085,0.2201,2.812,2.193,7.57,0.209
488092 (2015 VC42),16.99,3.726,0.024,0.2454,2.797,2.111,8.58,0.2107
488124 (2015 VF111),16.72,2.442,0.142,0.1218,2.722,2.391,8.15,0.2194
488134 (2015 VA124),15.61,4.372,0.101,0.0649,3.114,2.912,21.23,0.1794
488147 (2015 VK141),15.47,5.608,0.062,0.0507,3.157,2.997,25.09,0.1757
488156 (2015 WY13),16.46,2.594,0.026,0.0169,2.632,2.588,16.16,0.2308
488179 (2015 XN84),16.98,3.0,0.065,0.196,3.195,2.569,16.89,0.1726
488194 (2015 XT198),16.52,4.146,0.071,0.1246,3.139,2.748,19.84,0.1772
488218 (2015 XU364),16.28,3.516,0.047,0.1597,3.186,2.677,9.66,0.1733
488240 (2016 AO184),15.54,4.392,0.076,0.0268,3.046,2.965,16.29,0.1854
488256 (2016 CR48),16.13,3.172,0.031,0.0374,3.219,3.099,10.13,0.1706
488315 (2016 UX79),16.09,2.913,0.069,0.264,3.199,2.354,13.76,0.1723
488329 (2016 UX146),15.89,2.343,0.032,0.1227,3.087,2.709,14.8,0.1817
488331 (2016 UK147),16.23,2.564,0.067,0.2341,3.162,2.421,14.12,0.1753
488334 (2016 VQ6),15.85,2.892,0.028,0.2335,2.991,2.292,14.44,0.1906
488350 (2016 WK10),15.81,2.661,0.063,0.2115,3.041,2.398,13.45,0.1858
488363 (2016 WV29),16.45,2.798,0.118,0.1062,2.643,2.362,9.15,0.2294
488368 (2016 WL31),15.88,4.52,0.055,0.1957,3.129,2.517,17.9,0.1781
488373 (2016 WK36),15.6,2.619,0.065,0.1203,3.02,2.657,10.85,0.1878
488377 (2016 WT41),16.27,4.01,0.051,0.2143,2.456,1.929,27.88,0.2561
488381 (2016 WR46),16.21,4.135,0.045,0.2357,3.204,2.449,15.37,0.1719
488386 (2016 WF47),16.37,4.101,0.055,0.0683,3.07,2.861,13.25,0.1832
488387 (2016 WM47),16.39,2.837,0.08,0.3129,3.16,2.172,13.22,0.1754
488401 (2016 WN53),16.86,3.232,0.056,0.1221,2.559,2.247,11.42,0.2407
488411 (2016 WS55),16.65,2.834,0.073,0.0829,3.009,2.76,8.03,0.1888
488419 (2016 XQ5),15.98,4.029,0.075,0.1726,3.196,2.645,6.15,0.1725
488449 (2016 YL10),15.75,4.191,0.053,0.1166,3.183,2.812,10.24,0.1735
488494 (2000 JA3),18.74,0.766,0.1,0.4549,2.257,1.23,10.2,0.2907
488502 (2000 SD164),18.04,1.875,0.038,0.3022,2.4,1.675,15.8,0.2651
488584 (2002 OX32),15.93,3.553,0.056,0.2582,3.923,2.91,8.18,0.1269
488599 (2002 QY156),17.19,2.594,0.038,0.2172,2.553,1.998,7.53,0.2416
488600 (2002 RM44),15.57,5.343,0.056,0.326,3.943,2.658,3.8,0.1259
488607 (2002 RS189),15.24,5.109,0.081,0.3008,3.97,2.776,8.1,0.1246
488613 (2002 RC263),16.22,3.372,0.074,0.3079,3.939,2.726,3.7,0.1261
488619 (2002 TW208),17.09,2.315,0.057,0.2032,2.589,2.063,16.23,0.2366
488632 (2002 UZ70),17.36,1.807,0.071,0.1985,2.603,2.087,11.41,0.2346
488657 (2003 SM240),16.64,4.161,0.031,0.2022,3.143,2.507,9.71,0.1769
488669 (2003 UD97),15.38,8.09,0.027,0.3079,3.954,2.737,9.5,0.1254
488699 (2003 XG30),16.77,4.233,0.019,0.1301,3.175,2.762,17.42,0.1743
488742 (2004 RF249),16.39,3.746,0.035,0.3361,3.137,2.083,24.31,0.1774
488749 (2004 SH9),18.69,1.025,0.067,0.4024,2.23,1.333,22.1,0.2959
488789 (2004 XK50),18.98,1.039,0.038,0.6885,1.451,0.452,38.23,0.5636
488794 (2005 AQ34),15.97,4.241,0.052,0.2474,3.152,2.372,27.99,0.1761
488795 (2005 AR48),16.47,3.81,0.034,0.1913,3.134,2.535,17.96,0.1776
488802 (2005 ED174),16.93,3.466,0.028,0.2019,3.195,2.55,17.75,0.1725
488803 (2005 GB120),20.48,0.209,0.283,0.3947,0.7911,0.479,9.15,1.401
488817 (2005 MY17),16.92,2.282,0.049,0.1494,2.667,2.268,12.86,0.2263
488876 (2005 SO153),17.29,2.42,0.03,0.2156,3.05,2.393,7.5,0.185
488929 (2005 UG74),16.26,2.48,0.114,0.2058,3.118,2.476,23.43,0.179
488930 (2005 UM76),17.17,2.039,0.089,0.3281,2.981,2.003,17.64,0.1915
488986 (2005 UG365),17.21,1.927,0.069,0.2541,3.037,2.265,6.44,0.1862
489015 (2005 WY8),17.98,1.597,0.053,0.2459,2.573,1.94,0.64,0.2388
489044 (2005 YW17),18.27,1.38,0.07,0.2208,2.552,1.988,7.84,0.2418
489088 (2006 BL51),18.18,1.488,0.046,0.093,2.341,2.124,3.73,0.2751
489090 (2006 BU57),18.82,1.268,0.028,0.1762,2.341,1.929,5.13,0.2751
489128 (2006 DT33),17.7,2.068,0.031,0.1453,2.628,2.246,2.68,0.2313
489146 (2006 DJ165),18.32,1.494,0.05,0.1626,2.347,1.965,6.39,0.2741
489170 (2006 FQ37),16.17,4.994,0.026,0.2467,3.054,2.301,21.54,0.1846
489190 (2006 HM63),17.86,1.499,0.054,0.1895,2.4,1.945,9.25,0.2652
489199 (2006 HS96),16.0,3.855,0.057,0.1283,3.145,2.741,28.33,0.1767
489203 (2006 JT),18.65,1.52,0.019,0.4784,2.403,1.253,36.38,0.2647
489269 (2006 SO31),17.59,1.301,0.125,0.2374,2.533,1.931,2.28,0.2445
489284 (2006 SW185),17.41,2.251,0.046,0.1735,2.766,2.286,13.0,0.2143
489319 (2006 SS408),16.59,2.216,0.143,0.2145,2.621,2.059,13.6,0.2323
489321 (2006 TO10),17.47,2.165,0.045,0.0435,2.572,2.46,9.02,0.2389
489331 (2006 TT81),17.05,2.577,0.038,0.0547,2.593,2.451,11.06,0.236
489338 (2006 UF7),16.88,2.855,0.05,0.1286,2.581,2.249,32.81,0.2377
489389 (2006 UX284),17.25,2.172,0.065,0.2105,2.695,2.128,10.02,0.2227
489394 (2006 UN334),17.15,2.437,0.057,0.0834,2.697,2.472,14.64,0.2225
489404 (2006 VP14),17.4,2.421,0.04,0.1032,2.665,2.39,5.04,0.2265
489415 (2006 VG57),17.33,2.51,0.044,0.1365,2.68,2.314,7.32,0.2247
489755 (2007 YA71),15.56,6.768,0.042,0.0975,3.217,2.903,20.18,0.1708
489990 (2008 SA156),16.42,3.425,0.06,0.42,3.092,1.793,27.2,0.1813
490087 (2008 TP177),16.01,3.699,0.062,0.1844,3.102,2.53,25.2,0.1804
490218 (2008 VS13),17.74,2.347,0.046,0.2056,2.345,1.862,24.46,0.2745
490251 (2008 WY103),15.7,4.759,0.071,0.1232,3.129,2.744,27.17,0.178
490367 (2009 HC37),16.64,1.496,0.217,0.312,2.617,1.8,32.7,0.2328
490419 (2009 SO43),17.87,2.004,0.037,0.1738,2.573,2.126,8.4,0.2388
490427 (2009 SU73),17.47,2.325,0.039,0.129,2.904,2.529,10.97,0.1992
490431 (2009 SE88),17.92,1.675,0.044,0.2062,2.66,2.111,4.97,0.2272
490434 (2009 SR107),17.86,1.614,0.051,0.1258,2.392,2.091,3.37,0.2664
490445 (2009 SL158),16.65,3.733,0.035,0.1924,3.061,2.472,14.52,0.184
490451 (2009 SY204),16.53,3.385,0.035,0.032,2.966,2.871,17.46,0.1929
490460 (2009 ST270),15.14,6.082,0.076,0.0691,3.169,2.95,10.43,0.1747
490461 (2009 SV271),16.98,2.593,0.038,0.1724,3.107,2.572,11.23,0.18
490466 (2009 SW287),16.93,3.157,0.045,0.0279,2.92,2.839,11.68,0.1975
490468 (2009 SB291),16.76,2.596,0.055,0.2723,3.165,2.303,14.32,0.175
490472 (2009 SU323),17.14,2.413,0.053,0.204,3.03,2.412,6.09,0.1869
490488 (2009 TR6),17.0,2.593,0.055,0.3578,2.735,1.756,16.72,0.2179
490489 (2009 TM7),16.41,3.301,0.071,0.2759,3.074,2.226,8.32,0.1828
490490 (2009 TA34),16.25,1.743,0.254,0.2648,3.1,2.279,15.77,0.1806
490492 (2009 UA5),17.23,2.086,0.065,0.2506,2.383,1.786,11.31,0.268
490497 (2009 UM19),18.49,1.295,0.046,0.1837,2.182,1.781,3.26,0.3058
490502 (2009 UA38),16.5,3.668,0.043,0.1893,3.176,2.575,9.08,0.1741
490505 (2009 UF53),17.52,1.853,0.056,0.3005,2.595,1.815,4.88,0.2358
490508 (2009 UD71),16.19,3.979,0.053,0.2028,3.099,2.47,15.21,0.1807
490509 (2009 UF78),16.75,3.331,0.033,0.0352,3.011,2.905,15.73,0.1887
490516 (2009 UU109),16.11,4.036,0.052,0.0472,3.153,3.004,27.58,0.176
490517 (2009 UF117),16.49,2.82,0.081,0.2112,3.135,2.473,9.28,0.1776
490520 (2009 UA123),16.55,3.406,0.046,0.1763,3.087,2.543,5.58,0.1817
490522 (2009 UO137),16.11,2.84,0.087,0.1233,3.147,2.759,12.23,0.1766
490523 (2009 UR137),16.32,2.069,0.137,0.2251,3.137,2.431,12.76,0.1774
490525 (2009 UF141),16.07,3.588,0.066,0.2657,3.135,2.302,27.12,0.1775
490529 (2009 VC),16.28,3.208,0.062,0.299,2.667,1.87,27.89,0.2262
490532 (2009 VZ17),18.0,1.523,0.063,0.2527,2.412,1.802,3.88,0.2632
490533 (2009 VP24),16.02,3.257,0.105,0.1832,3.133,2.559,13.99,0.1777
490534 (2009 VW27),16.06,3.878,0.051,0.2476,3.112,2.342,25.28,0.1795
490537 (2009 VQ37),16.25,2.752,0.112,0.171,3.124,2.59,13.29,0.1785
490539 (2009 VL41),18.0,1.487,0.08,0.2181,2.37,1.853,4.3,0.2702
490551 (2009 VC89),17.34,2.161,0.05,0.213,2.762,2.174,8.25,0.2147
490554 (2009 VV103),15.94,5.272,0.04,0.0857,3.144,2.875,14.14,0.1768
490556 (2009 WL5),16.63,2.724,0.066,0.1878,3.036,2.466,15.94,0.1863
490567 (2009 WJ44),16.26,3.501,0.052,0.1457,3.079,2.63,18.23,0.1824
490570 (2009 WD59),16.68,3.468,0.04,0.1324,3.034,2.632,8.65,0.1865
490576 (2009 WF83),17.45,2.039,0.051,0.164,2.56,2.14,4.56,0.2407
490580 (2009 WL104),15.66,4.991,0.049,0.1178,2.908,2.565,17.68,0.1988
490581 (2009 WZ104),20.85,0.237,0.314,0.1926,0.8555,0.691,9.84,1.246
490585 (2009 WE119),16.89,4.128,0.014,0.0585,3.051,2.872,7.54,0.185
490591 (2009 WG155),16.76,2.852,0.05,0.2039,2.888,2.299,8.41,0.2008
490592 (2009 WO167),16.48,2.911,0.063,0.2499,3.162,2.372,14.06,0.1753
490600 (2009 WK176),16.14,3.568,0.05,0.092,3.177,2.885,12.63,0.174
490615 (2009 XT15),16.31,3.841,0.043,0.0762,3.087,2.851,17.56,0.1818
490626 (2010 AY91),17.66,2.182,0.045,0.1688,2.76,2.294,8.11,0.215
490629 (2010 BO81),16.55,3.9,0.032,0.1301,3.052,2.655,16.74,0.1849
490630 (2010 BF122),16.5,4.012,0.12,0.1144,3.019,2.673,8.23,0.1879
490634 (2010 CA128),17.14,1.992,0.077,0.1931,2.384,1.924,10.23,0.2677
490637 (2010 DD60),16.28,5.088,0.036,0.0996,3.131,2.82,28.26,0.1779
490639 (2010 ED1),16.08,3.837,0.076,0.1233,3.168,2.777,27.42,0.1748
490645 (2010 ER123),16.09,4.338,0.054,0.1112,3.146,2.796,11.57,0.1767
490650 (2010 FX31),17.23,2.582,0.042,0.081,2.445,2.247,16.5,0.2578
490656 (2010 GA31),17.18,2.398,0.049,0.1558,2.789,2.354,8.31,0.2116
490660 (2010 GW117),18.5,1.092,0.071,0.2374,2.375,1.811,6.88,0.2693
490661 (2010 GN132),17.62,1.815,0.059,0.1741,2.278,1.881,9.93,0.2867
490662 (2010 HG43),18.18,1.195,0.071,0.2787,2.414,1.741,4.85,0.2628
490663 (2010 HH61),17.97,1.63,0.055,0.2387,2.432,1.852,3.86,0.2599
490669 (2010 JN31),17.59,1.558,0.073,0.0994,2.32,2.089,24.22,0.279
490671 (2010 JE41),15.7,4.526,0.038,0.234,3.963,3.035,13.44,0.125
490673 (2010 JW96),17.31,1.76,0.119,0.2097,2.602,2.057,10.25,0.2348
490674 (2010 JB113),17.92,1.423,0.055,0.1815,2.289,1.874,12.07,0.2846
490675 (2010 JW148),17.93,1.838,0.045,0.2788,2.379,1.715,11.87,0.2686
490677 (2010 JK163),18.26,1.449,0.048,0.1706,2.341,1.942,5.92,0.2752
490678 (2010 JJ176),18.08,1.4,0.062,0.2828,2.345,1.682,10.93,0.2745
490679 (2010 KO53),16.75,4.085,0.032,0.2288,3.148,2.428,9.5,0.1764
490680 (2010 KR84),18.02,1.515,0.07,0.2232,2.416,1.877,5.3,0.2624
490681 (2010 LJ8),16.92,2.9,0.044,0.161,3.117,2.615,6.11,0.1791
490682 (2010 LT28),16.45,3.695,0.032,0.1098,3.049,2.714,16.39,0.1851
490685 (2010 LB37),16.33,3.195,0.083,0.1539,3.137,2.654,10.71,0.1774
490686 (2010 LY44),17.22,1.887,0.095,0.2156,2.702,2.12,12.13,0.2219
490688 (2010 MH17),17.13,2.294,0.058,0.2086,3.1,2.453,12.89,0.1806
490689 (2010 MG35),17.24,2.121,0.057,0.2745,3.083,2.237,14.08,0.1821
490690 (2010 MW65),16.94,2.013,0.109,0.2109,2.69,2.123,10.02,0.2234
490691 (2010 MN114),16.31,3.56,0.046,0.2596,3.126,2.315,26.6,0.1783
490694 (2010 NU30),16.75,3.032,0.048,0.2328,3.169,2.431,13.22,0.1747
490695 (2010 OC24),17.91,1.853,0.039,0.3991,2.997,1.801,8.01,0.19
490696 (2010 OE70),17.14,2.379,0.049,0.0919,2.714,2.465,5.75,0.2204
490698 (2010 OV76),16.82,2.276,0.065,0.2219,3.097,2.41,10.54,0.1808
490699 (2010 OW103),17.32,2.013,0.058,0.2489,2.404,1.806,18.27,0.2644
490700 (2010 OM125),17.28,1.808,0.071,0.1953,2.626,2.113,12.34,0.2316
490702 (2010 PQ35),16.73,2.901,0.063,0.2864,3.108,2.218,10.2,0.1799
490703 (2010 PF41),16.62,1.335,0.328,0.4011,3.143,1.882,9.34,0.1769
490707 (2010 QZ1),16.43,3.301,0.065,0.2519,2.627,1.966,29.11,0.2314
490882 (2011 BN33),16.89,2.838,0.073,0.1319,3.153,2.737,13.51,0.176
490893 (2011 BS67),16.31,4.837,0.1,0.1124,3.051,2.708,8.96,0.185
490894 (2011 BX70),17.58,2.76,0.031,0.1908,3.122,2.526,12.22,0.1787
490906 (2011 BG116),16.83,2.258,0.087,0.0858,2.81,2.569,1.82,0.2092
490908 (2011 BS124),16.89,3.714,0.14,0.0847,3.082,2.821,11.35,0.1821
490922 (2011 CW47),15.86,4.744,0.041,0.2618,3.18,2.347,25.19,0.1738
490928 (2011 CT60),16.68,3.165,0.084,0.2123,3.079,2.425,15.9,0.1825
490934 (2011 CD74),15.94,4.604,0.04,0.2041,3.104,2.471,27.95,0.1802
490940 (2011 CV87),17.09,2.859,0.031,0.4316,3.161,1.796,23.23,0.1754
490986 (2011 FN27),16.11,3.676,0.027,0.0173,3.196,3.141,18.09,0.1725
491006 (2011 GG58),16.71,4.252,0.03,0.1671,2.852,2.376,6.58,0.2046
491058 (2011 QL65),16.38,3.693,0.03,0.2303,3.125,2.406,10.49,0.1784
491301 (2011 WT20),16.87,2.472,0.022,0.1195,2.627,2.313,11.54,0.2314
491306 (2011 WK38),16.46,2.861,0.094,0.1013,3.223,2.896,13.61,0.1704
491519 (2012 JN54),15.87,4.151,0.021,0.1329,3.36,2.914,23.18,0.16
491548 (2012 LM23),16.14,4.022,0.12,0.0532,3.081,2.917,12.42,0.1822
491549 (2012 LU26),15.79,8.773,0.006,0.1344,3.07,2.658,28.75,0.1832
491726 (2012 UK165),16.57,3.731,0.055,0.1182,2.894,2.552,10.45,0.2002
491874 (2013 BD13),18.2,2.055,0.087,0.098,2.274,2.051,3.34,0.2874
492060 (2013 HH52),17.4,2.554,0.057,0.1179,2.485,2.192,4.71,0.2517
492270 (2013 WC109),17.28,1.506,0.034,0.2018,2.619,2.091,9.78,0.2325
492286 (2013 YZ21),16.55,4.4,0.025,0.0652,3.068,2.868,9.6,0.1834
492340 (2014 FL43),16.87,2.569,0.02,0.1417,2.686,2.305,12.22,0.2239
492446 (2014 MO46),16.09,2.551,0.031,0.2718,3.014,2.195,13.4,0.1883
492448 (2014 MJ54),17.44,2.155,0.055,0.213,2.653,2.088,12.4,0.228
492451 (2014 MO56),18.3,2.13,0.03,0.2455,2.321,1.752,5.77,0.2787
492468 (2014 ND30),18.08,1.527,0.083,0.1679,2.281,1.898,23.3,0.2862
492475 (2014 NZ36),17.47,1.679,0.091,0.2102,2.588,2.044,12.84,0.2367
492477 (2014 NK37),18.19,1.658,0.037,0.2222,2.367,1.841,10.16,0.2707
492478 (2014 NB39),19.71,1.084,0.024,0.686,1.675,0.526,17.02,0.4546
492486 (2014 NE54),17.07,2.546,0.099,0.1522,2.57,2.179,8.64,0.2392
492512 (2014 ON34),18.49,1.114,0.108,0.1901,2.351,1.904,5.67,0.2733
492519 (2014 OC42),18.77,1.271,0.048,0.2134,2.318,1.823,4.62,0.2794
492562 (2014 OM146),17.48,2.331,0.068,0.1227,2.635,2.312,6.39,0.2304
492682 (2014 PB42),18.28,1.446,0.064,0.2355,2.327,1.779,6.22,0.2776
492694 (2014 PN57),16.27,4.11,0.026,0.1332,3.15,2.73,19.1,0.1763
492710 (2014 QX25),16.38,2.485,0.095,0.1376,3.116,2.687,27.02,0.1792
492740 (2014 QV128),16.29,4.075,0.117,0.0929,3.219,2.92,17.66,0.1706
492744 (2014 QX134),18.12,1.707,0.088,0.1061,2.456,2.195,4.9,0.2561
492755 (2014 QP167),15.98,4.98,0.094,0.1866,3.1,2.522,19.01,0.1805
492809 (2014 QV262),17.14,2.64,0.07,0.0856,2.604,2.381,11.44,0.2345
492856 (2014 QY353),16.16,2.879,0.071,0.1543,3.192,2.7,16.27,0.1728
492888 (2014 QE406),16.92,2.643,0.064,0.1088,3.114,2.775,11.08,0.1794
492905 (2014 QD432),16.37,3.88,0.098,0.089,3.114,2.837,9.8,0.1794
492968 (2014 SL135),15.86,5.349,0.068,0.0503,3.169,3.01,10.54,0.1747
492994 (2014 SD186),17.16,2.209,0.131,0.1894,2.591,2.1,5.55,0.2364
493068 (2014 SE293),16.19,3.521,0.047,0.2778,3.169,2.289,29.82,0.1747
493079 (2014 SU309),16.93,3.369,0.052,0.0509,2.939,2.789,15.97,0.1956
493086 (2014 SQ317),16.44,2.797,0.09,0.1105,3.04,2.704,16.22,0.186
493093 (2014 SY320),16.18,3.889,0.024,0.0402,3.119,2.993,22.42,0.179
493105 (2014 SW347),16.35,3.881,0.051,0.1114,3.092,2.748,17.14,0.1812
493124 (2014 TG32),15.78,4.736,0.05,0.1984,3.197,2.563,16.73,0.1724
493152 (2014 TL67),16.35,2.894,0.053,0.1565,3.081,2.599,21.42,0.1823
493169 (2014 TN84),15.97,4.153,0.059,0.1354,3.126,2.703,27.64,0.1783
493180 (2014 UJ12),16.84,2.323,0.082,0.0453,2.919,2.787,11.03,0.1976
493197 (2014 UT31),16.2,4.202,0.132,0.0276,3.083,2.998,17.16,0.1821
493212 (2014 UJ48),17.03,3.399,0.067,0.1426,2.981,2.556,3.58,0.1915
493213 (2014 UK48),15.98,3.116,0.06,0.0094,3.093,3.064,9.55,0.1812
493223 (2014 UL62),16.1,2.653,0.209,0.0448,3.043,2.906,12.28,0.1857
493239 (2014 UH90),15.93,3.392,0.027,0.077,3.353,3.095,9.84,0.1605
493301 (2014 UM183),16.37,4.075,0.14,0.0491,3.059,2.909,17.96,0.1842
493305 (2014 UF184),16.22,3.922,0.072,0.1282,3.037,2.648,15.78,0.1862
493306 (2014 UM184),16.62,3.823,0.058,0.1226,2.997,2.63,8.65,0.1899
493333 (2014 VL11),15.74,3.935,0.038,0.1189,3.234,2.849,20.14,0.1695
493341 (2014 VD29),16.33,3.411,0.032,0.017,3.172,3.119,13.73,0.1744
493380 (2014 WX117),16.47,4.211,0.069,0.0963,3.106,2.807,25.38,0.18
493398 (2014 WA173),16.14,4.234,0.062,0.1329,3.063,2.656,10.31,0.1839
493415 (2014 WL216),16.6,3.021,0.026,0.1414,3.107,2.668,11.27,0.1799
493431 (2014 WF321),16.77,3.097,0.116,0.0553,2.917,2.755,12.19,0.1979
493432 (2014 WA322),16.49,4.704,0.026,0.1014,3.082,2.769,15.57,0.1822
493437 (2014 WO336),16.61,3.086,0.061,0.0955,3.238,2.929,15.54,0.1692
493473 (2014 XC4),16.32,4.139,0.037,0.1833,2.888,2.358,18.2,0.2008
493477 (2014 YN20),15.97,4.622,0.017,0.058,3.078,2.9,13.49,0.1825
493518 (2015 DV104),16.68,2.368,0.06,0.0864,2.883,2.634,9.1,0.2014
493593 (2015 MB51),17.05,1.477,0.047,0.2867,3.052,2.177,5.82,0.1849
493601 (2015 MO91),17.07,2.145,0.055,0.2751,3.0,2.175,14.02,0.1897
493609 (2015 NH8),15.99,3.59,0.15,0.0613,3.165,2.971,9.41,0.1751
493616 (2015 OC19),15.83,3.855,0.099,0.1222,2.991,2.625,15.4,0.1906
493716 (2015 TL121),17.3,2.226,0.068,0.1813,2.692,2.204,15.42,0.2232
493751 (2015 TR256),16.77,2.376,0.079,0.1885,3.192,2.591,14.68,0.1728
493763 (2015 TH321),16.95,2.101,0.076,0.2284,2.564,1.978,9.85,0.2401
493790 (2015 UL66),16.41,2.588,0.05,0.2017,3.222,2.572,15.36,0.1704
493811 (2015 VF83),17.13,2.249,0.067,0.0054,2.404,2.391,14.79,0.2644
493819 (2015 VN112),16.62,3.284,0.054,0.0343,2.625,2.535,12.76,0.2317
493887 (2015 XV165),16.84,2.647,0.121,0.2703,3.174,2.316,13.51,0.1743
493950 (2016 AW27),16.84,2.852,0.137,0.1415,3.072,2.637,2.25,0.1831
493954 (2016 AP44),16.32,3.462,0.123,0.1158,3.09,2.733,6.62,0.1814
493961 (2016 AJ53),16.81,2.789,0.075,0.0464,3.053,2.912,9.7,0.1847
493967 (2016 AD64),15.64,3.566,0.061,0.0312,3.228,3.127,14.24,0.1699
493980 (2016 AM81),15.48,5.993,0.085,0.1365,3.096,2.673,22.74,0.181
494010 (2016 AZ118),15.97,4.22,0.082,0.1875,3.175,2.579,26.05,0.1742
494013 (2016 AR122),15.73,5.447,0.031,0.0431,3.146,3.01,27.25,0.1766
494020 (2016 AK155),16.29,3.877,0.03,0.1733,3.172,2.622,12.54,0.1745
494022 (2016 AU166),15.52,3.493,0.063,0.0301,3.174,3.079,14.57,0.1743
494059 (2016 BC54),16.95,2.291,0.034,0.1532,3.069,2.599,8.15,0.1833
494139 (2016 CD199),16.34,4.063,0.015,0.0369,3.068,2.955,10.63,0.1834
494148 (2016 CL239),15.91,3.89,0.061,0.1369,3.125,2.697,18.53,0.1784
494153 (2016 CU259),16.02,4.864,0.098,0.0495,3.065,2.913,7.94,0.1837
